date,000312.OF,002236.OF,003194.OF,004195.OF,004409.OF,004744.OF,005562.OF,164304.OF,690008.OF,,-0.325910697,0.463554316
2016/9/19,-0.135605982,,,,,,,-0.124568841,-0.217362599,,,
2016/9/20,-0.137194564,,,,,,,-0.088002913,-0.226999339,,,
2016/9/21,-0.135150706,,,,,,,-0.08753329,-0.223581925,,,
2016/9/22,-0.151608469,,,,,,,-0.078678581,-0.245858187,,,
2016/9/23,-0.147280532,,,,,,,-0.094059372,-0.258289541,,,
2016/9/26,-0.144887649,,,,,,,-0.092968506,-0.266391509,,,
2016/9/27,-0.128294263,,,,,,,-0.113398478,-0.27594597,,,
2016/9/28,-0.133950865,,,,,,,-0.112939944,-0.278030997,,,
2016/9/29,-0.136299541,,,,,,,-0.113148877,-0.294063465,,,
2016/9/30,-0.134559629,,,,,,,-0.109719761,-0.294848017,,,
2016/10/10,-0.134535598,,,,,,,-0.109992859,-0.294080709,,,
2016/10/11,-0.129009332,,,,,,,-0.105603275,-0.315047274,,,
2016/10/12,-0.112994644,,,,,,,-0.101617151,-0.33049438,,,
2016/10/13,-0.096225008,,,,,,,-0.130329298,-0.281193852,,,
2016/10/14,-0.115164478,,,,,,,-0.143995785,-0.265137972,,,
2016/10/17,-0.094252179,,,,,,,-0.148345438,-0.206804513,,,
2016/10/18,-0.089505559,,,,,,,-0.149675716,-0.131925358,,,
2016/10/19,-0.087978358,,,,,,,-0.15810181,-0.11741444,,,
2016/10/20,-0.088071128,,,,,,,-0.158847013,-0.1162955,,,
2016/10/21,-0.075003506,,,,,,,-0.147603429,-0.10209582,,,
2016/10/24,-0.062397373,,,,,,,-0.145336808,0.01149569,,,
2016/10/25,-0.046329263,,,,,,,-0.155096326,0.024067027,,,
2016/10/26,-0.041097391,,,,,,,-0.149312293,0.116547483,,,
2016/10/27,-0.036332832,,,,,,,-0.16500966,0.103223566,,,
2016/10/28,-0.042730434,,,,,,,-0.161186225,0.187886089,,,
2016/10/31,-0.048948592,,,,,,,-0.155342418,0.188154476,,,
2016/11/1,-0.056540055,,,,,,,-0.148438493,0.16320329,,,
2016/11/2,-0.058260953,,,,,,,-0.143949108,0.149443919,,,
2016/11/3,0.006704333,,,,,,,-0.167217939,0.287233523,,,
2016/11/4,0.03555155,,,,,,,-0.160548885,0.348298101,,,
2016/11/7,0.038436333,,,,,,,-0.164730303,0.319357565,,,
2016/11/8,0.038315831,,,,,,,-0.166633508,0.299998153,,,
2016/11/9,0.037031297,,,,,,,-0.166852086,0.297186215,,,
2016/11/10,0.029244146,,,,,,,-0.168237047,0.307368437,,,
2016/11/11,0.025513245,,,,,,,-0.18675471,0.104343808,,,
2016/11/14,0.022428735,,,,,,,-0.182783651,0.070188139,,,
2016/11/15,0.038736288,,,,,,,-0.207011946,-0.026310017,,,
2016/11/16,0.035439297,,,,,,,-0.204355557,-0.020755072,,,
2016/11/17,0.030458438,,,,,,,-0.199505255,-0.003277669,,,
2016/11/18,0.022076401,,,,,,,-0.20973717,-0.041447336,,,
2016/11/21,0.013823195,,,,,,,-0.203516978,-0.050454611,,,
2016/11/22,0.013628568,,,,,,,-0.203530514,-0.048814439,,,
2016/11/23,0.009456469,,,,,,,-0.210297427,-0.007221886,,,
2016/11/24,0.034974407,,,,,,,-0.203669242,0.034656667,,,
2016/11/25,0.03457796,,,,,,,-0.20444762,0.027165947,,,
2016/11/28,0.091432679,,,,,,,-0.206584876,-0.123429935,,,
2016/11/29,0.082714914,,,,,,,-0.197311922,-0.196804166,,,
2016/11/30,0.08472399,,,,,,,-0.206808795,-0.212623722,,,
2016/12/1,0.08599539,,,,,,,-0.206477175,-0.225084603,,,
2016/12/2,0.087979873,,,,,,,-0.223361629,-0.226322256,,,
2016/12/5,0.105922302,,,,,,,-0.224753453,-0.17277949,,,
2016/12/6,0.127995566,,,,,,,-0.193441859,-0.098302015,,,
2016/12/7,0.125686698,,,,,,,-0.195561622,-0.110245572,,,
2016/12/8,0.111586422,,,,,,,-0.19871202,-0.111678229,,,
2016/12/9,0.11129366,,,,,,,-0.197729161,-0.088876778,,,
2016/12/12,0.118279449,,,,,,,-0.18665335,-0.08387133,,,
2016/12/13,0.119034805,,,,,,,-0.188276707,-0.081815197,,,
2016/12/14,0.120270567,,,,,,,-0.18955086,-0.080363268,,,
2016/12/15,0.107353923,,,,,,,-0.214729474,-0.00012203,,,
2016/12/16,0.109543134,,,,,,,-0.223467424,-0.018502369,,,
2016/12/19,0.101393781,,,,,,,-0.219768843,-0.01415455,,,
2016/12/20,0.103369585,,,,,,,-0.222571066,-0.033497544,,,
2016/12/21,0.101657896,,,,,,,-0.223379967,-0.032515026,,,
2016/12/22,0.099712366,,,,,,,-0.215474638,-0.035080198,,,
2016/12/23,0.096075288,,,,,,,-0.205703698,-0.037267438,,,
2016/12/26,0.097122768,,,,,,,-0.213615224,-0.051229321,,,
2016/12/27,0.096417046,,,,,,,-0.216221787,-0.056965453,,,
2016/12/28,0.093793134,,,,,,,-0.208592615,-0.043193441,,,
2016/12/29,0.090211383,,,,,,,-0.202324933,-0.04281196,,,
2016/12/30,0.093408664,,,,,,,-0.195286138,-0.057953561,,,
2017/1/3,0.109984633,,,,,,,-0.170355321,-0.040206644,,,
2017/1/4,0.108064928,,,,,,,-0.171019772,-0.033067901,,,
2017/1/5,0.10436001,,,,,,,-0.167870246,-0.024228754,,,
2017/1/6,0.105217176,,,,,,,-0.163283684,-0.025483959,,,
2017/1/9,0.104239555,,,,,,,-0.144838192,0.008199281,,,
2017/1/10,0.10278573,,,,,,,-0.153639749,0.125795082,,,
2017/1/11,0.10703804,,,,,,,-0.1506731,0.176940451,,,
2017/1/12,0.109736047,,,,,,,-0.144202717,0.143905011,,,
2017/1/13,0.109374908,,,,,,,-0.152204673,0.142798477,,,
2017/1/16,0.109416592,,,,,,,-0.14725108,0.153291543,,,
2017/1/17,0.106455416,,,,,,,-0.152057903,0.134788556,,,
2017/1/18,0.108175912,,,,,,,-0.146195462,0.131273603,,,
2017/1/19,0.111524472,,,,,,,-0.138191439,0.109043587,,,
2017/1/20,0.111428719,,,,,,,-0.135580505,0.108266762,,,
2017/1/23,0.109802714,,,,,,,-0.135002147,0.133544358,,,
2017/1/24,0.106060718,,,,,,,-0.130830027,0.122878957,,,
2017/1/25,0.103475471,,,,,,,-0.139059724,0.12499273,,,
2017/1/26,0.101923504,,,,,,,-0.134008284,0.092463295,,,
2017/2/3,0.111098605,0.66510849,,,,,,-0.143795703,0.158092287,,,
2017/2/6,0.111126387,0.642684254,,,,,,-0.137772229,0.171579607,,,
2017/2/7,0.112617608,0.64223952,,,,,,-0.140804508,0.176629946,,,
2017/2/8,0.11460987,0.645890677,,,,,,-0.142385812,0.173280314,,,
2017/2/9,0.113992414,0.644939452,,,,,,-0.139915574,0.173829569,,,
2017/2/10,0.12039415,0.64538433,,,,,,-0.143430603,0.179961223,,,
2017/2/13,0.123796356,0.646740232,,,,,,-0.142884619,0.189679925,,,
2017/2/14,0.120546622,0.642300051,,,,,,-0.14024176,0.188561333,,,
2017/2/15,0.107454431,0.650035396,,,,,,-0.128072543,0.123312371,,,
2017/2/16,0.097262083,0.687257861,,,,,,-0.125275112,0.037501844,,,
2017/2/17,0.096954449,0.688210847,,,,,,-0.125058413,0.016838481,,,
2017/2/20,0.129007974,0.697239213,,,,,,-0.134093529,-0.019454007,,,
2017/2/21,0.140547996,0.705733542,,,,,,-0.133688069,-0.033126377,,,
2017/2/22,0.140969936,0.677155982,,,,,,-0.131235399,-0.074632672,,,
2017/2/23,0.157909411,0.670486322,,,,,,-0.132734479,-0.180179673,,,
2017/2/24,0.154050249,0.641821928,,,,,,-0.13185786,-0.067603792,,,
2017/2/27,0.162306519,0.641680955,,,,,,-0.112045024,-0.030802114,,,
2017/2/28,0.162679786,0.655746893,,,,,,-0.108458838,-0.030096068,,,
2017/3/1,0.160319137,0.655068257,,,,,,-0.106966684,-0.035449696,,,
2017/3/2,0.132097099,0.660984244,,,,,,-0.075949197,-0.035508176,,,
2017/3/3,0.131168272,0.633364342,,,,,,-0.056472154,0.041816324,,,
2017/3/6,0.145730084,0.62235821,,,,,,-0.057373081,0.065930864,,,
2017/3/7,0.120291733,0.598013056,,,,,,-0.065034167,0.018680088,,,
2017/3/8,0.137509114,0.627276427,,,,,,-0.078580629,-0.07223928,,,
2017/3/9,0.128889635,0.621991764,,,,,,-0.078023851,-0.075623381,,,
2017/3/10,0.131026498,0.601150367,,,,,,-0.055985809,0.041395426,,,
2017/3/13,0.130336763,0.598817522,,,,,,-0.060037825,0.043693903,,,
2017/3/14,0.145587604,0.606215549,,,,,,-0.056538925,0.06133088,,,
2017/3/15,0.157401613,0.604585224,,,,,,-0.042659877,0.070865355,,,
2017/3/16,0.20435859,0.595614318,,,,,,-0.019198934,0.074044973,,,
2017/3/17,0.204376365,0.597813185,,,,,,-0.026259881,0.053057152,,,
2017/3/20,0.239131874,0.610284661,,,,,,0.034435832,0.148998236,,,
2017/3/21,0.217268792,0.61698754,,,,,,0.021717568,0.17636923,,,
2017/3/22,0.22279517,0.630123626,,,,,,0.036813658,0.14903648,,,
2017/3/23,0.222521046,0.621785867,,,,,,0.039644036,0.148440971,,,
2017/3/24,0.221942031,0.617691484,,,,,,0.042372364,0.168633814,,,
2017/3/27,0.227168528,0.617219305,,,,,,0.041018765,0.176051577,,,
2017/3/28,0.225302051,0.617837483,,,,,,0.038291055,0.173357077,,,
2017/3/29,0.223595482,0.626352847,,,,,,0.025808021,0.183880981,,,
2017/3/30,0.222113575,0.623684088,,,,,,0.033664979,0.177099738,,,
2017/3/31,0.219659952,0.612727548,,,,,,0.020548572,0.278394153,,,
2017/4/5,0.184949013,0.615689652,,,,,,-0.033672289,0.254332074,,,
2017/4/6,0.185604215,0.618301384,,,,,,-0.043562783,0.231317817,,,
2017/4/7,0.184535456,0.605398195,,,,,,-0.009851839,0.246996382,,,
2017/4/10,0.184951687,0.606033451,,,,,,-0.009444126,0.279396598,,,
2017/4/11,0.194340916,0.609689497,,,,,,0.012380301,0.276863925,,,
2017/4/12,0.166281242,0.5765361,,,,,,-0.072309795,0.414198262,,,
2017/4/13,0.147477573,0.57234061,,,,,,-0.124959611,0.411790847,,,
2017/4/14,0.154222401,0.569043158,,,,,,-0.116231761,0.40535995,,,
2017/4/17,0.155905813,0.580125942,,,,,,-0.121983195,0.372488084,,,
2017/4/18,0.120143387,0.610345274,,,,,,-0.102590892,0.353147687,,,
2017/4/19,0.132300938,0.615965579,,,,,,-0.074618511,0.279874072,,,
2017/4/20,0.12867571,0.625564033,,,,,,-0.048499778,0.264195586,,,
2017/4/21,0.081352635,0.630413216,,,,,,-0.076493494,0.318923529,,,
2017/4/24,0.07383525,0.641244153,,,,,,-0.064360282,0.261077976,,,
2017/4/25,0.018926809,0.646645657,,,,,,-0.06644677,0.228369343,,,
2017/4/26,0.003166769,0.650044096,,,,,,-0.048117056,0.260439841,,,
2017/4/27,0.00549005,0.63140046,,,,,,-0.052817303,0.254333173,,,
2017/4/28,0.011686614,0.645959661,,,,,,-0.050161317,0.274490263,,,
2017/5/2,0.010900098,0.64971253,,,,,,-0.050107501,0.275014767,,,
2017/5/3,0.005747773,0.674927717,,,,,,-0.059782421,0.282151499,,,
2017/5/4,0.005195776,0.644918172,,,,,,-0.061832648,0.30354369,,,
2017/5/5,0.003750294,0.638538638,,,,,,-0.0795701,0.356368403,,,
2017/5/8,0.000891711,0.607895553,,,,,,-0.082350609,0.351420465,,,
2017/5/9,-0.004854031,0.602736018,,,,,,-0.09421663,0.350784682,,,
2017/5/10,0.001371469,0.600693246,,,,,,-0.098801441,0.336238464,,,
2017/5/11,0.001347922,0.685025744,,,,,,-0.110006708,0.319443843,,,
2017/5/12,-0.001211198,0.710885131,,,,,,-0.111441877,0.308087203,,,
2017/5/15,0.001548999,0.711281985,,,,,,-0.1097074,0.301818953,,,
2017/5/16,0.000937873,0.702501399,,,,,,-0.116167874,0.302166491,,,
2017/5/17,0.033434675,0.484436471,,,,,,-0.106907838,0.385092338,,,
2017/5/18,0.0633711,0.318088557,,,,,,-0.147139303,0.387391896,,,
2017/5/19,0.066061456,0.30926888,,,,,,-0.149968545,0.387893427,,,
2017/5/22,0.066644533,0.277269831,,,,,,-0.148400747,0.374044464,,,
2017/5/23,0.068906231,0.275337907,,,,,,-0.149285185,0.376620525,,,
2017/5/24,0.068882138,0.283185276,,,,,,-0.155268841,0.382950836,,,
2017/5/25,0.064101954,0.282944217,,,,,,-0.155048188,0.384286887,,,
2017/5/26,0.064869128,0.295548252,,,,,,-0.151642664,0.376341048,,,
2017/5/31,0.065465833,0.303541593,,,,,,-0.151756692,0.376825121,,,
2017/6/1,0.050608317,0.376306952,,,,,,-0.142220238,0.361112255,,,
2017/6/2,0.046355261,0.408522055,,,,,,-0.120513266,0.373460576,,,
2017/6/5,0.05838755,0.430248266,,,,,,-0.115719188,0.300940508,,,
2017/6/6,0.081621218,0.500527787,,,,,,-0.121592828,0.230545252,,,
2017/6/7,0.078041484,0.467623971,,,,,,-0.120291034,0.23236234,,,
2017/6/8,0.078192724,0.45771605,,,,,,-0.121833264,0.232450928,,,
2017/6/9,0.079765829,0.457708055,,,,,,-0.121409027,0.226117945,,,
2017/6/12,0.085068503,0.466733228,,,,,,-0.122006052,0.227961031,,,
2017/6/13,0.084642211,0.484952319,,,,,,-0.120809103,0.286090775,,,
2017/6/14,0.079712229,0.451970518,,,,,,-0.118948078,0.344276249,,,
2017/6/15,0.07490113,0.443965961,,,,,,-0.116325957,0.395943439,,,
2017/6/16,0.074734599,0.439019658,,,,,,-0.115234002,0.400402458,,,
2017/6/19,0.074525141,0.433847495,,,,,,-0.111803779,0.40763481,,,
2017/6/20,0.049177529,0.453770804,,,,,,-0.085563204,0.477451782,,,
2017/6/21,0.046753726,0.470491943,,,,,,-0.081029137,0.498376115,,,
2017/6/22,0.049090376,0.466575407,,,,,,-0.081553624,0.482626304,,,
2017/6/23,0.061835806,0.45865326,,,,,,-0.080513996,0.494472401,,,
2017/6/26,0.061137534,0.440524208,,,,,,-0.081951018,0.497384099,,,
2017/6/27,0.057191353,0.450983792,,,,,,-0.080358044,0.510583705,,,
2017/6/28,0.081141406,0.458172389,,,,,,-0.081668935,0.468800795,,,
2017/6/29,0.107593874,0.497713812,,,,,,-0.086958127,0.361714017,,,
2017/6/30,0.113320318,0.503235051,,,,,,-0.094549047,0.354671326,,,
2017/7/3,0.115898365,0.485086125,,,,,,-0.095165408,0.358207889,,,
2017/7/4,0.121988896,0.472089437,,,,,,-0.096941076,0.378944477,,,
2017/7/5,0.076750068,0.427511677,,,,,,-0.061600977,0.261219792,,,
2017/7/6,0.074229225,0.410546898,,,,,,-0.054102496,0.278179001,,,
2017/7/7,0.074254258,0.382798206,,,,,,-0.060594102,0.310750086,,,
2017/7/10,0.081418575,0.405508907,,,,,,-0.041866396,0.455212453,,,
2017/7/11,0.056611174,0.443220713,,,,,,-0.050177891,0.251036934,,,
2017/7/12,0.056970282,0.447306227,,,,,,-0.050151805,0.24662652,,,
2017/7/13,0.046876217,0.422691496,,,,,,-0.033939526,0.295383302,,,
2017/7/14,0.048900003,0.426893774,,,,,,-0.033826101,0.294828388,,,
2017/7/17,0.070574257,0.358958376,,,,,,-0.013599111,0.500385992,,,
2017/7/18,0.057964009,0.373227039,,,,,,0.011570026,0.533351058,,,
2017/7/19,0.083014051,0.375054746,,,,,,-0.041689841,0.455324024,,,
2017/7/20,0.045708623,0.353073561,,,,,,-0.027143228,0.315586841,,,
2017/7/21,0.030379914,0.3751236,,,,,,-0.022597936,0.309720063,,,
2017/7/24,0.032523355,0.372264449,,,,,,-0.025431793,0.303053167,,,
2017/7/25,0.042750365,0.410191484,,,,,,-0.028853535,0.384937453,,,
2017/7/26,0.042888148,0.40735597,,,,,,-0.025526919,0.390321317,,,
2017/7/27,0.051603012,0.372548607,,,,,,-0.026004055,0.420475031,,,
2017/7/28,0.000887273,0.469388764,,,,,,-0.037627177,0.245259114,,,
2017/7/31,0.00919353,0.463022951,,,,,,-0.039676674,0.212121001,,,
2017/8/1,0.007984187,0.471379476,,,,,,-0.040352744,0.191202798,,,
2017/8/2,0.017305491,0.448870087,,,,,,-0.038797012,0.227921916,,,
2017/8/3,0.022434541,0.431762604,,,,,,-0.038595811,0.22676559,,,
2017/8/4,0.044192969,0.442316628,,,,,,-0.008549647,0.298097951,,,
2017/8/7,0.051776017,0.424023934,,,,,,-0.00710887,0.310104716,,,
2017/8/8,0.045395999,0.432585948,,,,,,-0.01700076,0.293509211,,,
2017/8/9,0.03403779,0.469924117,,,,,,-0.030260147,0.239163302,,,
2017/8/10,0.02935961,0.481826122,,,,,,-0.040375832,0.183923786,,,
2017/8/11,0.003653719,0.504717676,,,,,,0.012514027,0.099814286,,,
2017/8/14,-0.038643862,0.456300391,,,,,,0.015706147,-0.093374714,,,
2017/8/15,-0.04263509,0.374297517,,,,,,-0.010580434,-0.149561603,,,
2017/8/16,-0.023557835,0.342279533,,,,,,0.004552847,-0.113876659,,,
2017/8/17,-0.034826921,0.349592063,,,,,,0.004829792,-0.208579412,,,
2017/8/18,-0.024122378,0.307279392,,,,,,0.003739525,-0.239865791,,,
2017/8/21,-0.022788802,0.306428484,,,,,,-0.001124454,-0.207978248,,,
2017/8/22,-0.022619276,0.309366885,,,,,,0.002385939,-0.196450952,,,
2017/8/23,-0.022581584,0.324518442,,,,,,0.007251442,-0.252088514,,,
2017/8/24,-0.022275127,0.330157966,,,,,,-0.001530118,-0.267222635,,,
2017/8/25,-0.022747088,0.347823357,,,,,,-0.007027564,-0.26718336,,,
2017/8/28,-0.004195115,0.37013214,,,,,,-0.005407716,-0.275003603,,,
2017/8/29,-0.003511142,0.356945796,,,,,,-0.006139344,-0.30358074,,,
2017/8/30,-0.01939933,0.369687196,,,,,,0.005212506,-0.342139217,,,
2017/8/31,-0.020959055,0.37332213,,,,,,0.007599781,-0.339807174,,,
2017/9/1,-0.024922696,0.368002384,,,,,,0.013600187,-0.356813117,,,
2017/9/4,-0.035985319,0.392822459,,,,,,0.032174443,-0.373182973,,,
2017/9/5,-0.033999828,0.360763466,,,,,,0.023140605,-0.401357734,,,
2017/9/6,-0.037569263,0.34052342,,,,,,0.012454956,-0.415770008,,,
2017/9/7,-0.032486834,0.318077454,,,,,,-0.002102333,-0.461624801,,,
2017/9/8,-0.032181462,0.318791049,,,,,,0.000940345,-0.466963393,,,
2017/9/11,-0.032485171,0.320741167,,,,,,-0.013931549,-0.482242367,,,
2017/9/12,-0.031684502,0.31762909,,,,,,-0.00116753,-0.446194116,,,
2017/9/13,-0.02871968,0.313981068,,,,,,-0.000462141,-0.442184219,,,
2017/9/14,-0.016661884,0.310433134,,,,,,0.004096163,-0.411933752,,,
2017/9/15,-0.006292025,0.303172582,,,,,,0.009003288,-0.398727742,,,
2017/9/18,-0.001331176,0.30701624,0.515683908,,,,,0.017562675,-0.388077188,,,
2017/9/19,0.012979171,0.301821697,0.529362746,,,,,-0.025261817,-0.35878841,,,
2017/9/20,0.005489093,0.295061734,0.54314259,,,,,-0.021003527,-0.380155876,,,
2017/9/21,-0.010237231,0.29629661,0.549631858,,,,,-0.027584152,-0.426275336,,,
2017/9/22,-0.0126666,0.290149295,0.499827014,,,,,-0.045212942,-0.430052617,,,
2017/9/25,-0.003503873,0.270623259,0.468063727,,,,,-0.042354011,-0.416466561,,,
2017/9/26,-0.003727845,0.303005436,0.490932461,,,,,-0.038453583,-0.479385535,,,
2017/9/27,-0.004272431,0.303098408,0.488789981,,,,,-0.036162648,-0.481073946,,,
2017/9/28,-0.015674208,0.305556776,0.489257569,,,,,-0.037499467,-0.4933549,,,
2017/9/29,-0.016787305,0.303126756,0.488290141,,,,,-0.034496514,-0.48380373,,,
2017/10/9,-0.024291981,0.300370068,0.494986861,,,,,-0.037319517,-0.488781036,,,
2017/10/10,-0.002123839,0.285983498,0.47718462,,,,,-0.081196887,-0.521018439,,,
2017/10/11,0.002052065,0.261605358,0.503713674,,,,,-0.072205966,-0.49304386,,,
2017/10/12,-0.001681294,0.209226041,0.501869988,,,,,-0.086374962,-0.485544975,,,
2017/10/13,0.002449633,0.217985965,0.506445112,,,,,-0.125483791,-0.510608983,,,
2017/10/16,0.00419911,0.220200386,0.561443595,,,,,-0.110306302,-0.528816153,,,
2017/10/17,0.008657172,0.224393688,0.574604161,,,,,-0.122237983,-0.616320061,,,
2017/10/18,0.00752995,0.230143231,0.591911167,,,,,-0.102047864,-0.615435434,,,
2017/10/19,0.021301102,0.2338742,0.598017329,,,,,-0.124969503,-0.561374196,,,
2017/10/20,0.063694718,0.252575343,0.413033258,,,,,-0.119149016,-0.590877061,,,
2017/10/23,0.06371494,0.252850635,0.414958006,,,,,-0.120322457,-0.585505696,,,
2017/10/24,0.065568805,0.247410344,0.443704522,,,,,-0.110376042,-0.597759664,,,
2017/10/25,0.06664288,0.245064352,0.444545816,,,,,-0.109498788,-0.604832112,,,
2017/10/26,0.06884983,0.227537652,0.426813169,,,,,-0.088909724,-0.630813719,,,
2017/10/27,0.126466047,0.218741119,0.473268304,,,,,-0.093328932,-0.693388762,,,
2017/10/30,0.131126024,0.211497698,0.454572484,,,,,-0.115765776,-0.706837742,,,
2017/10/31,0.137201408,0.2135084,0.439229006,,,,,-0.11291936,-0.737341801,,,
2017/11/1,0.134361797,0.211499254,0.393669638,,,,,-0.11586722,-0.738271493,,,
2017/11/2,0.129971084,0.216258901,0.382706766,,,,,-0.106055367,-0.727934125,,,
2017/11/3,0.132298834,0.224705994,0.38212265,,,,,-0.102587361,-0.742445519,,,
2017/11/6,0.12966238,0.228514813,0.378297271,,,,,-0.104666211,-0.744049239,,,
2017/11/7,0.138988025,0.224476477,0.372844945,,,,,-0.105912004,-0.744508501,,,
2017/11/8,0.142506778,0.2221086,0.373350335,,,,,-0.100212127,-0.736026541,,,
2017/11/9,0.13085228,0.217346003,0.374170466,,,,,-0.099219546,-0.722763474,,,
2017/11/10,0.130470965,0.218053218,0.380595402,,,,,-0.099647937,-0.722843972,,,
2017/11/13,0.126283709,0.219307013,0.37841946,,,,,-0.097599566,-0.718290038,,,
2017/11/14,0.126505536,0.216695752,0.353632872,,,,,-0.086770744,-0.716885479,,,
2017/11/15,0.158930275,0.21563803,0.316126967,,,,,-0.109670192,-0.791108772,,,
2017/11/16,0.158957298,0.213530979,0.296199969,,,,,-0.108954346,-0.792178974,,,
